"","replicate","region","area","species","links","links_per_sp","connectances","indegrees","outdegrees","maxsims","basals","tops","intermediates","sd_gen","sd_vul","overlaps","omnivorys","S_tops","S_intermediates","S_basals","modularities","normalised_indegree","normalised_outdegree","resources","consumers","potential_indegree"
"1",1,"Arctic",1,82,871,10.6219512195122,0.262270400481783,34.84,11.4605263157895,0,0.695121951219512,0.0731707317073171,0.231707317073171,1.927782368187,0.521483885834012,0,0,6,19,57,0.00901284720748663,3.28,1.07894736842105,76,25,94.68
"2",1,"Arctic",2,82,871,10.6219512195122,0.262270400481783,34.84,11.4605263157895,0,0.695121951219512,0.0731707317073171,0.231707317073171,1.927782368187,0.521483885834012,0,0,6,19,57,0.00901284720748663,3.28,1.07894736842105,76,25,94.68
"3",1,"Arctic",3,82,871,10.6219512195122,0.262270400481783,34.84,11.4605263157895,0,0.695121951219512,0.0731707317073171,0.231707317073171,1.927782368187,0.521483885834012,0,0,6,19,57,0.00901284720748663,3.28,1.07894736842105,76,25,94.68
"4",1,"Arctic",4,82,871,10.6219512195122,0.262270400481783,34.84,11.4605263157895,0,0.695121951219512,0.0731707317073171,0.231707317073171,1.927782368187,0.521483885834012,0,0,6,19,57,0.00901284720748663,3.28,1.07894736842105,76,25,94.68
"5",1,"Arctic",5,84,888,10.5714285714286,0.25473321858864,35.52,11.3846153846154,0,0.702380952380952,0.0714285714285714,0.226190476190476,1.96157096620999,0.519006932457887,0,0,6,19,59,0.00892973970621824,3.36,1.07692307692308,78,25,94.68
"6",1,"Arctic",6,86,909,10.5697674418605,0.248700410396717,36.36,11.3625,0,0.709302325581395,0.0697674418604651,0.22093023255814,1.99246402699789,0.517086758801907,0,0,6,19,61,0.00882691983133554,3.44,1.075,80,25,94.68
"7",1,"Arctic",7,87,924,10.6206896551724,0.246992782678428,36.96,11.4074074074074,0,0.71264367816092,0.0689655172413793,0.218390804597701,2.00621693794937,0.513557768497005,0,0,6,19,62,0.00875344220548868,3.48,1.07407407407407,81,25,94.68
"8",1,"Arctic",8,88,939,10.6704545454545,0.245297805642633,37.56,11.4512195121951,0,0.715909090909091,0.0681818181818182,0.215909090909091,2.02170427462272,0.510096100741254,0,0,6,19,63,0.00868015922605991,3.52,1.07317073170732,82,25,94.68
"9",1,"Arctic",9,89,941,10.5730337078652,0.240296220633299,36.1923076923077,11.4756097560976,0,0.707865168539326,0.0786516853932584,0.213483146067416,2.03056793769389,0.524838499894624,0,0,7,19,63,0.00953491870313883,3.42307692307692,1.08536585365854,82,26,91.2307692307692
"10",1,"Arctic",10,89,941,10.5730337078652,0.240296220633299,36.1923076923077,11.4756097560976,0,0.707865168539326,0.0786516853932584,0.213483146067416,2.03056793769389,0.524838499894624,0,0,7,19,63,0.00953491870313883,3.42307692307692,1.08536585365854,82,26,91.2307692307692
"11",1,"Arctic",11,90,956,10.6222222222222,0.238701622971286,36.7692307692308,11.5180722891566,0,0.711111111111111,0.0777777777777778,0.211111111111111,2.04595436851881,0.521319246558934,0,0,7,19,64,0.00945140235126019,3.46153846153846,1.08433734939759,83,26,91.2307692307692
"12",1,"Arctic",12,90,956,10.6222222222222,0.238701622971286,36.7692307692308,11.5180722891566,0,0.711111111111111,0.0777777777777778,0.211111111111111,2.04595436851881,0.521319246558934,0,0,7,19,64,0.00945140235126019,3.46153846153846,1.08433734939759,83,26,91.2307692307692
"13",1,"Arctic",13,90,956,10.6222222222222,0.238701622971286,36.7692307692308,11.5180722891566,0,0.711111111111111,0.0777777777777778,0.211111111111111,2.04595436851881,0.521319246558934,0,0,7,19,64,0.00945140235126019,3.46153846153846,1.08433734939759,83,26,91.2307692307692
"14",1,"Arctic",14,90,956,10.6222222222222,0.238701622971286,36.7692307692308,11.5180722891566,0,0.711111111111111,0.0777777777777778,0.211111111111111,2.04595436851881,0.521319246558934,0,0,7,19,64,0.00945140235126019,3.46153846153846,1.08433734939759,83,26,91.2307692307692
"15",1,"Arctic",15,90,956,10.6222222222222,0.238701622971286,36.7692307692308,11.5180722891566,0,0.711111111111111,0.0777777777777778,0.211111111111111,2.04595436851881,0.521319246558934,0,0,7,19,64,0.00945140235126019,3.46153846153846,1.08433734939759,83,26,91.2307692307692
"16",1,"Arctic",16,92,1061,11.5326086956522,0.253463927376971,37.8928571428571,12.4823529411765,0,0.695652173913043,0.0760869565217391,0.228260869565217,1.96054046959358,0.519063669252303,0,0,7,21,64,0.00909373257309198,3.28571428571429,1.08235294117647,85,28,94.5
"17",1,"Arctic",17,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"18",1,"Arctic",18,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"19",1,"Arctic",19,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"20",1,"Arctic",20,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"21",1,"Arctic",21,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"22",1,"Arctic",22,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"23",1,"Arctic",23,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"24",1,"Arctic",24,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"25",1,"Arctic",25,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"26",1,"Arctic",26,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"27",1,"Arctic",27,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"28",1,"Arctic",28,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"29",1,"Arctic",29,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"30",1,"Arctic",30,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"31",1,"Arctic",31,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"32",1,"Arctic",32,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"33",1,"Arctic",33,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"34",1,"Arctic",34,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"35",1,"Arctic",35,93,1068,11.4838709677419,0.249649368863955,38.1428571428571,12.4186046511628,0,0.698924731182796,0.0752688172043011,0.225806451612903,1.97648828076174,0.520038912554435,0,0,7,21,65,0.00906083360314369,3.32142857142857,1.08139534883721,86,28,94.5
"36",1,"Arctic",36,94,1082,11.5106382978723,0.247540608556394,38.6428571428571,12.4367816091954,0,0.702127659574468,0.074468085106383,0.223404255319149,1.9921821411259,0.516524940815812,0,0,7,21,66,0.00899527780711651,3.35714285714286,1.08045977011494,87,28,94.5
"37",1,"Arctic",37,94,1082,11.5106382978723,0.247540608556394,38.6428571428571,12.4367816091954,0,0.702127659574468,0.074468085106383,0.223404255319149,1.9921821411259,0.516524940815812,0,0,7,21,66,0.00899527780711651,3.35714285714286,1.08045977011494,87,28,94.5
"38",1,"Arctic",38,94,1082,11.5106382978723,0.247540608556394,38.6428571428571,12.4367816091954,0,0.702127659574468,0.074468085106383,0.223404255319149,1.9921821411259,0.516524940815812,0,0,7,21,66,0.00899527780711651,3.35714285714286,1.08045977011494,87,28,94.5
"39",1,"Arctic",39,94,1082,11.5106382978723,0.247540608556394,38.6428571428571,12.4367816091954,0,0.702127659574468,0.074468085106383,0.223404255319149,1.9921821411259,0.516524940815812,0,0,7,21,66,0.00899527780711651,3.35714285714286,1.08045977011494,87,28,94.5
"40",1,"Arctic",40,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"41",1,"Arctic",41,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"42",1,"Arctic",42,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"43",1,"Arctic",43,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"44",1,"Arctic",44,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"45",1,"Arctic",45,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"46",1,"Arctic",46,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"47",1,"Arctic",47,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"48",1,"Arctic",48,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"49",1,"Arctic",49,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"50",1,"Arctic",50,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"51",1,"Arctic",51,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"52",1,"Arctic",52,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"53",1,"Arctic",53,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"54",1,"Arctic",54,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"55",1,"Arctic",55,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"56",1,"Arctic",56,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"57",1,"Arctic",57,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"58",1,"Arctic",58,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"59",1,"Arctic",59,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"60",1,"Arctic",60,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"61",1,"Arctic",61,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"62",1,"Arctic",62,95,1087,11.4421052631579,0.243449048152296,38.8214285714286,12.3522727272727,0,0.705263157894737,0.0736842105263158,0.221052631578947,2.00853094585539,0.52013392579556,0,0,7,21,67,0.00897195097059011,3.39285714285714,1.07954545454545,88,28,94.5
"63",1,"Arctic",63,96,1088,11.3333333333333,0.23859649122807,38.8571428571429,12.2247191011236,0,0.708333333333333,0.0729166666666667,0.21875,2.02140701568836,0.530751658397791,0,0,7,21,68,0.00892463698983192,3.42857142857143,1.07865168539326,89,28,94.5
"64",1,"Arctic",64,96,1088,11.3333333333333,0.23859649122807,38.8571428571429,12.2247191011236,0,0.708333333333333,0.0729166666666667,0.21875,2.02140701568836,0.530751658397791,0,0,7,21,68,0.00892463698983192,3.42857142857143,1.07865168539326,89,28,94.5
"65",1,"Arctic",65,98,1140,11.6326530612245,0.239848516726278,38,12.5274725274725,0,0.704081632653061,0.0714285714285714,0.224489795918367,1.98660659011209,0.538817931116759,0,0,7,22,69,0.0180505327880383,3.26666666666667,1.07692307692308,91,30,90.7
"66",1,"Arctic",66,98,1140,11.6326530612245,0.239848516726278,38,12.5274725274725,0,0.704081632653061,0.0714285714285714,0.224489795918367,1.98660659011209,0.538817931116759,0,0,7,22,69,0.0180505327880383,3.26666666666667,1.07692307692308,91,30,90.7
"67",1,"Arctic",67,98,1140,11.6326530612245,0.239848516726278,38,12.5274725274725,0,0.704081632653061,0.0714285714285714,0.224489795918367,1.98660659011209,0.538817931116759,0,0,7,22,69,0.0180505327880383,3.26666666666667,1.07692307692308,91,30,90.7
"68",1,"Arctic",68,98,1140,11.6326530612245,0.239848516726278,38,12.5274725274725,0,0.704081632653061,0.0714285714285714,0.224489795918367,1.98660659011209,0.538817931116759,0,0,7,22,69,0.0180505327880383,3.26666666666667,1.07692307692308,91,30,90.7
