"","replicate","areas","species","consumers","resources","links","connectances","links_per_sp","indegree","outdegree","modularity","normalised_indegree","normalised_outdegree","potential_indegree","sd_gen","sd_vul"
"1",1,1,25,20,5,30,0.3,1.2,1.93333333333333,7.13333333333333,0.471111111111111,1.61111111111111,5.94444444444444,2.35,0.689308493223759,2.42956328951888
"2",1,2,39,30,9,52,0.192592592592593,1.33333333333333,2.73076923076923,11.1923076923077,0.452662721893491,2.04807692307692,8.39423076923077,2.63333333333333,1.00301270318906,4.44936793263942
"3",1,3,41,33,8,48,0.181818181818182,1.17073170731707,1.95833333333333,10.1666666666667,0.552951388888889,1.67274305555556,8.68402777777778,2.15151515151515,0.742526753271891,4.56571288267058
"4",1,4,74,63,11,105,0.151515151515152,1.41891891891892,2.75238095238095,23.3619047619048,0.443628117913832,1.93977324263039,16.4645804988662,1.95238095238095,0.955650302437354,8.48858513003149
"5",1,5,82,70,12,118,0.14047619047619,1.4390243902439,2.67796610169492,23.3898305084746,0.46150531456478,1.86095949439816,16.2539500143637,1.94285714285714,0.905230659079648,8.38012024129666
"6",1,6,96,83,13,143,0.132530120481928,1.48958333333333,2.84615384615385,24.6223776223776,0.46359235170424,1.91070467993545,16.5297080541836,1.78313253012048,0.939586732555212,8.55340524917097
"7",1,7,100,86,14,160,0.132890365448505,1.6,3.1,24.9875,0.437578125,1.9375,15.6171875,1.86046511627907,0.954684612119799,8.07385636442751
"8",1,8,103,89,14,163,0.130818619582665,1.58252427184466,3.06134969325153,25.8343558282209,0.443712597387933,1.93447250555158,16.3247769957469,1.8314606741573,0.953751092462152,8.42919065498999
"9",2,1,25,21,4,29,0.345238095238095,1.16,1.62068965517241,15.2068965517241,0.323424494649227,1.39714625445898,13.1093935790725,2.52380952380952,0.508269200304803,7.56052995225452
"10",2,2,42,35,7,49,0.2,1.16666666666667,1.73469387755102,17.2040816326531,0.456059975010412,1.4868804664723,14.7463556851312,1.71428571428571,0.595299716698304,7.82460796435952
"11",2,3,58,48,10,74,0.154166666666667,1.27586206896552,1.97297297297297,17.1891891891892,0.489590942293645,1.5463842220599,13.472607742878,1.89583333333333,0.645886353651152,7.03176324565835
"12",2,4,75,65,10,106,0.163076923076923,1.41333333333333,2.37735849056604,20.6603773584906,0.480064079743681,1.68209327162691,14.6181915272339,1.72307692307692,0.786790690812574,7.70183502335314
"13",2,5,71,60,11,100,0.151515151515152,1.40845070422535,2.2,21.52,0.4895,1.562,15.2792,1.88333333333333,0.67504341772897,7.91549412688351
"14",2,6,70,58,12,103,0.147988505747126,1.47142857142857,2.84466019417476,13.621359223301,0.468658686021303,1.93326420963333,9.2572344236026,2.22413793103448,0.944473640225848,4.6678112090713
"15",2,7,73,60,13,106,0.135897435897436,1.45205479452055,2.94339622641509,13.9056603773585,0.472410110359558,2.02705589177643,9.57653969384122,2.16666666666667,1.00134158679289,4.90887224597236
"16",2,8,103,89,14,163,0.130818619582665,1.58252427184466,3.06134969325153,25.8343558282209,0.443712597387933,1.93447250555158,16.3247769957469,1.8314606741573,0.953751092462152,8.42919065498999
"17",3,1,31,23,8,37,0.201086956521739,1.19354838709677,2.13513513513514,11.2162162162162,0.420745069393718,1.78889700511322,9.39737034331629,1.95652173913043,0.788358434367887,4.94532218570243
"18",3,2,38,28,10,46,0.164285714285714,1.21052631578947,2.17391304347826,7.69565217391304,0.525519848771267,1.79584120982987,6.35727788279773,2.28571428571429,0.785765430131108,3.28593905986492
"19",3,3,20,14,6,22,0.261904761904762,1.1,1.90909090909091,5.09090909090909,0.464876033057851,1.73553719008264,4.62809917355372,3.28571428571429,0.687208132744049,2.27575555824468
"20",3,4,69,58,11,94,0.147335423197492,1.36231884057971,2.59574468085106,20.1063829787234,0.46650067904029,1.90538705296514,14.758940697148,1.89655172413793,0.930812696763907,7.65211556554808
"21",3,5,80,69,11,118,0.155467720685112,1.475,2.93220338983051,22.864406779661,0.452958919850618,1.98793450158001,15.5012927319736,1.8695652173913,0.987280406991516,8.11347790247625
"22",3,6,89,76,13,129,0.130566801619433,1.44943820224719,2.58139534883721,23.5116279069767,0.46733970314284,1.7809626825311,16.2212006489995,1.77631578947368,0.850740810781924,8.33856085431443
