"","replicate","region","area","species","links","links_per_sp","connectances","indegrees","outdegrees","maxsims","basals","tops","intermediates","sd_gen","sd_vul","overlaps","omnivorys","S_tops","S_intermediates","S_basals","modularities","normalised_indegree","normalised_outdegree","resources","consumers","potential_indegree"
"1",1,"Steppic",1,182,2479,13.6208791208791,0.150506951611924,30.6049382716049,14.4127906976744,0,0.538461538461538,0.043956043956044,0.395604395604396,1.83799413079381,0.939730605172105,0,0,8,72,98,0.00561552960425615,2.24691358024691,1.05813953488372,172,81,123.432098765432
"2",1,"Steppic",2,189,2534,13.4074074074074,0.142631993695823,30.5301204819277,14.2359550561798,0,0.544973544973545,0.0476190476190476,0.386243386243386,1.88290921732853,0.958125883133741,0,0,9,73,103,0.00549432029947639,2.27710843373494,1.06179775280899,178,83,121.409638554217
"3",1,"Steppic",3,189,2534,13.4074074074074,0.142631993695823,30.5301204819277,14.2359550561798,0,0.544973544973545,0.0476190476190476,0.386243386243386,1.88290921732853,0.958125883133741,0,0,9,73,103,0.00549432029947639,2.27710843373494,1.06179775280899,178,83,121.409638554217
"4",1,"Steppic",4,189,2534,13.4074074074074,0.142631993695823,30.5301204819277,14.2359550561798,0,0.544973544973545,0.0476190476190476,0.386243386243386,1.88290921732853,0.958125883133741,0,0,9,73,103,0.00549432029947639,2.27710843373494,1.06179775280899,178,83,121.409638554217
"5",1,"Steppic",5,196,2947,15.0357142857143,0.154212454212454,33.1123595505618,15.5105263157895,0,0.540816326530612,0.0204081632653061,0.428571428571429,1.88183091445632,0.886752999234816,0,0,4,84,106,0.00573527486994863,2.20224719101124,1.03157894736842,190,89,125.404494382022
"6",1,"Steppic",6,196,2947,15.0357142857143,0.154212454212454,33.1123595505618,15.5105263157895,0,0.540816326530612,0.0204081632653061,0.428571428571429,1.88183091445632,0.886752999234816,0,0,4,84,106,0.00573527486994863,2.20224719101124,1.03157894736842,190,89,125.404494382022
"7",1,"Steppic",7,199,3015,15.1507537688442,0.153037916857012,33.5,15.6217616580311,0,0.542713567839196,0.0201005025125628,0.42713567839196,1.89404462372814,0.889611172934834,0,0,4,85,108,0.00560665084049106,2.21111111111111,1.03108808290155,193,90,124.211111111111
"8",1,"Steppic",8,203,3078,15.1625615763547,0.150124372043116,34.2,15.6243654822335,0,0.551724137931034,0.0197044334975369,0.41871921182266,1.91162380011265,0.888548925164559,0,0,4,85,112,0.0054925293661654,2.25555555555556,1.03045685279188,197,90,124.211111111111
"9",1,"Steppic",9,203,3078,15.1625615763547,0.150124372043116,34.2,15.6243654822335,0,0.551724137931034,0.0197044334975369,0.41871921182266,1.91162380011265,0.888548925164559,0,0,4,85,112,0.0054925293661654,2.25555555555556,1.03045685279188,197,90,124.211111111111
"10",1,"Steppic",10,203,3078,15.1625615763547,0.150124372043116,34.2,15.6243654822335,0,0.551724137931034,0.0197044334975369,0.41871921182266,1.91162380011265,0.888548925164559,0,0,4,85,112,0.0054925293661654,2.25555555555556,1.03045685279188,197,90,124.211111111111
"11",1,"Steppic",11,203,3078,15.1625615763547,0.150124372043116,34.2,15.6243654822335,0,0.551724137931034,0.0197044334975369,0.41871921182266,1.91162380011265,0.888548925164559,0,0,4,85,112,0.0054925293661654,2.25555555555556,1.03045685279188,197,90,124.211111111111
"12",1,"Steppic",12,205,3111,15.1756097560976,0.148780487804878,34.5666666666667,15.6331658291457,0,0.55609756097561,0.0195121951219512,0.414634146341463,1.92448922789415,0.886645564437634,0,0,4,85,114,0.00543458107858896,2.27777777777778,1.03015075376884,199,90,124.211111111111
"13",1,"Steppic",13,205,3111,15.1756097560976,0.148780487804878,34.5666666666667,15.6331658291457,0,0.55609756097561,0.0195121951219512,0.414634146341463,1.92448922789415,0.886645564437634,0,0,4,85,114,0.00543458107858896,2.27777777777778,1.03015075376884,199,90,124.211111111111
"14",1,"Steppic",14,210,3209,15.2809523809524,0.146229209387104,35.2637362637363,15.7303921568627,0,0.561904761904762,0.019047619047619,0.40952380952381,1.94227582938801,0.887642922712684,0,0,4,86,118,0.00526952696964145,2.30769230769231,1.02941176470588,204,91,123.406593406593
"15",1,"Steppic",15,210,3209,15.2809523809524,0.146229209387104,35.2637362637363,15.7303921568627,0,0.561904761904762,0.019047619047619,0.40952380952381,1.94227582938801,0.887642922712684,0,0,4,86,118,0.00526952696964145,2.30769230769231,1.02941176470588,204,91,123.406593406593
"16",1,"Steppic",16,210,3209,15.2809523809524,0.146229209387104,35.2637362637363,15.7303921568627,0,0.561904761904762,0.019047619047619,0.40952380952381,1.94227582938801,0.887642922712684,0,0,4,86,118,0.00526952696964145,2.30769230769231,1.02941176470588,204,91,123.406593406593
"17",1,"Steppic",17,210,3209,15.2809523809524,0.146229209387104,35.2637362637363,15.7303921568627,0,0.561904761904762,0.019047619047619,0.40952380952381,1.94227582938801,0.887642922712684,0,0,4,86,118,0.00526952696964145,2.30769230769231,1.02941176470588,204,91,123.406593406593
"18",1,"Steppic",18,213,3268,15.3427230046948,0.144742669855612,35.1397849462366,15.7874396135266,0,0.55868544600939,0.0187793427230047,0.413145539906103,1.94844598199904,0.889420414014168,0,0,4,88,119,0.00517491484060884,2.29032258064516,1.02898550724638,207,93,121.741935483871
"19",1,"Steppic",19,213,3268,15.3427230046948,0.144742669855612,35.1397849462366,15.7874396135266,0,0.55868544600939,0.0187793427230047,0.413145539906103,1.94844598199904,0.889420414014168,0,0,4,88,119,0.00517491484060884,2.29032258064516,1.02898550724638,207,93,121.741935483871
"20",1,"Steppic",20,221,3420,15.4751131221719,0.140682846565199,36,15.906976744186,0,0.565610859728507,0.0180995475113122,0.407239819004525,1.99818407204196,0.873543766872595,0,0,4,90,125,0.00494606047868729,2.32631578947368,1.02790697674419,215,95,119.526315789474
"21",1,"Steppic",21,221,3420,15.4751131221719,0.140682846565199,36,15.906976744186,0,0.565610859728507,0.0180995475113122,0.407239819004525,1.99818407204196,0.873543766872595,0,0,4,90,125,0.00494606047868729,2.32631578947368,1.02790697674419,215,95,119.526315789474
"22",1,"Steppic",22,226,3525,15.5973451327434,0.138643067846608,35.6060606060606,16.0227272727273,0,0.557522123893805,0.0176991150442478,0.415929203539823,1.99638357108501,0.879852001990266,0,0,4,94,126,0.00479942373931408,2.28282828282828,1.02727272727273,220,99,115.242424242424
"23",1,"Steppic",23,227,3531,15.5550660792952,0.137655452029161,35.6666666666667,15.9773755656109,0,0.559471365638767,0.0176211453744493,0.414096916299559,2.00193818664544,0.881241443368746,0,0,4,94,127,0.00479133753105998,2.29292929292929,1.02714932126697,221,99,115.242424242424
"24",1,"Steppic",24,227,3531,15.5550660792952,0.137655452029161,35.6666666666667,15.9773755656109,0,0.559471365638767,0.0176211453744493,0.414096916299559,2.00193818664544,0.881241443368746,0,0,4,94,127,0.00479133753105998,2.29292929292929,1.02714932126697,221,99,115.242424242424
"25",1,"Steppic",25,227,3531,15.5550660792952,0.137655452029161,35.6666666666667,15.9773755656109,0,0.559471365638767,0.0176211453744493,0.414096916299559,2.00193818664544,0.881241443368746,0,0,4,94,127,0.00479133753105998,2.29292929292929,1.02714932126697,221,99,115.242424242424
"26",1,"Steppic",26,227,3531,15.5550660792952,0.137655452029161,35.6666666666667,15.9773755656109,0,0.559471365638767,0.0176211453744493,0.414096916299559,2.00193818664544,0.881241443368746,0,0,4,94,127,0.00479133753105998,2.29292929292929,1.02714932126697,221,99,115.242424242424
"27",1,"Steppic",27,227,3531,15.5550660792952,0.137655452029161,35.6666666666667,15.9773755656109,0,0.559471365638767,0.0176211453744493,0.414096916299559,2.00193818664544,0.881241443368746,0,0,4,94,127,0.00479133753105998,2.29292929292929,1.02714932126697,221,99,115.242424242424
"28",1,"Steppic",28,228,3550,15.5701754385965,0.137182162454595,35.8585858585859,15.990990990991,0,0.56140350877193,0.0175438596491228,0.412280701754386,2.00911536042452,0.878567164309231,0,0,4,94,128,0.00476583139970899,2.3030303030303,1.02702702702703,222,99,115.242424242424
"29",1,"Steppic",29,228,3550,15.5701754385965,0.137182162454595,35.8585858585859,15.990990990991,0,0.56140350877193,0.0175438596491228,0.412280701754386,2.00911536042452,0.878567164309231,0,0,4,94,128,0.00476583139970899,2.3030303030303,1.02702702702703,222,99,115.242424242424
"30",1,"Steppic",30,228,3550,15.5701754385965,0.137182162454595,35.8585858585859,15.990990990991,0,0.56140350877193,0.0175438596491228,0.412280701754386,2.00911536042452,0.878567164309231,0,0,4,94,128,0.00476583139970899,2.3030303030303,1.02702702702703,222,99,115.242424242424
"31",1,"Steppic",31,229,3567,15.5764192139738,0.136635256262928,36.030303030303,15.9955156950673,0,0.563318777292576,0.0174672489082969,0.410480349344978,2.01750371401799,0.876307960894217,0,0,4,94,129,0.00474318629130721,2.31313131313131,1.02690582959641,223,99,115.242424242424
"32",1,"Steppic",32,229,3567,15.5764192139738,0.136635256262928,36.030303030303,15.9955156950673,0,0.563318777292576,0.0174672489082969,0.410480349344978,2.01750371401799,0.876307960894217,0,0,4,94,129,0.00474318629130721,2.31313131313131,1.02690582959641,223,99,115.242424242424
"33",1,"Steppic",33,229,3567,15.5764192139738,0.136635256262928,36.030303030303,15.9955156950673,0,0.563318777292576,0.0174672489082969,0.410480349344978,2.01750371401799,0.876307960894217,0,0,4,94,129,0.00474318629130721,2.31313131313131,1.02690582959641,223,99,115.242424242424
"34",1,"Steppic",34,229,3567,15.5764192139738,0.136635256262928,36.030303030303,15.9955156950673,0,0.563318777292576,0.0174672489082969,0.410480349344978,2.01750371401799,0.876307960894217,0,0,4,94,129,0.00474318629130721,2.31313131313131,1.02690582959641,223,99,115.242424242424
"35",1,"Steppic",35,229,3567,15.5764192139738,0.136635256262928,36.030303030303,15.9955156950673,0,0.563318777292576,0.0174672489082969,0.410480349344978,2.01750371401799,0.876307960894217,0,0,4,94,129,0.00474318629130721,2.31313131313131,1.02690582959641,223,99,115.242424242424
"36",1,"Steppic",36,229,3567,15.5764192139738,0.136635256262928,36.030303030303,15.9955156950673,0,0.563318777292576,0.0174672489082969,0.410480349344978,2.01750371401799,0.876307960894217,0,0,4,94,129,0.00474318629130721,2.31313131313131,1.02690582959641,223,99,115.242424242424
"37",1,"Steppic",37,229,3567,15.5764192139738,0.136635256262928,36.030303030303,15.9955156950673,0,0.563318777292576,0.0174672489082969,0.410480349344978,2.01750371401799,0.876307960894217,0,0,4,94,129,0.00474318629130721,2.31313131313131,1.02690582959641,223,99,115.242424242424
"38",1,"Steppic",38,230,3576,15.5478260869565,0.135788874121891,35.76,15.9642857142857,0,0.560869565217391,0.0173913043478261,0.41304347826087,2.02409649353142,0.877639087570512,0,0,4,95,129,0.00473131705075502,2.3,1.02678571428571,224,100,114.16
"39",1,"Steppic",39,231,3587,15.5281385281385,0.135027291549031,35.87,15.9422222222222,0,0.562770562770563,0.0173160173160173,0.411255411255411,2.0297042705362,0.877051119434403,0,0,4,95,130,0.00471687596291304,2.31,1.02666666666667,225,100,114.16
"40",1,"Steppic",40,233,3630,15.5793991416309,0.13430516501406,36.3,15.9911894273128,0,0.566523605150215,0.0171673819742489,0.407725321888412,2.04053529857813,0.871523083385407,0,0,4,95,132,0.00466126995161176,2.33,1.02643171806167,227,100,114.16
"41",1,"Steppic",41,233,3630,15.5793991416309,0.13430516501406,36.3,15.9911894273128,0,0.566523605150215,0.0171673819742489,0.407725321888412,2.04053529857813,0.871523083385407,0,0,4,95,132,0.00466126995161176,2.33,1.02643171806167,227,100,114.16
"42",1,"Steppic",42,236,3673,15.5635593220339,0.13245582401731,36.0098039215686,15.9695652173913,0,0.563559322033898,0.0169491525423729,0.411016949152542,2.05376835030834,0.872935442662956,0,0,4,97,133,0.00460696639493108,2.31372549019608,1.02608695652174,230,102,112.274509803922
"43",1,"Steppic",43,236,3673,15.5635593220339,0.13245582401731,36.0098039215686,15.9695652173913,0,0.563559322033898,0.0169491525423729,0.411016949152542,2.05376835030834,0.872935442662956,0,0,4,97,133,0.00460696639493108,2.31372549019608,1.02608695652174,230,102,112.274509803922
"44",1,"Steppic",44,236,3673,15.5635593220339,0.13245582401731,36.0098039215686,15.9695652173913,0,0.563559322033898,0.0169491525423729,0.411016949152542,2.05376835030834,0.872935442662956,0,0,4,97,133,0.00460696639493108,2.31372549019608,1.02608695652174,230,102,112.274509803922
"45",1,"Steppic",45,236,3673,15.5635593220339,0.13245582401731,36.0098039215686,15.9695652173913,0,0.563559322033898,0.0169491525423729,0.411016949152542,2.05376835030834,0.872935442662956,0,0,4,97,133,0.00460696639493108,2.31372549019608,1.02608695652174,230,102,112.274509803922
"46",1,"Steppic",46,236,3673,15.5635593220339,0.13245582401731,36.0098039215686,15.9695652173913,0,0.563559322033898,0.0169491525423729,0.411016949152542,2.05376835030834,0.872935442662956,0,0,4,97,133,0.00460696639493108,2.31372549019608,1.02608695652174,230,102,112.274509803922
